5, 46, true, false, 20000000, 2, 0.010000, 0.010000, 2, 18, 0.010000, 42180192871, 43020153465, 1580, 1983, 879368, 1108316
5, 46, true, false, 40000000, 2, 0.010000, 0.010000, 2, 18, 0.010000, 83280146432, 122520324021, 2120, 2510, 1184550, 1395430
5, 46, true, true, 80000000, 2, 0.010000, 0.010000, 2, 18, 0.010000, 166400651548, 166560119030, 3251, 3353, 1791728, 1858476
5, 46, true, true, 160000000, 2, 0.010000, 0.010000, 2, 18, 0.010000, 332800162351, 332800279534, 2926, 3008, 1614460, 1658596
5, 46, true, true, 320000000, 2, 0.010000, 0.010000, 2, 18, 0.010000, 665600178763, 665600245002, 1680, 2000, 914276, 1084542
5, 46, true, true, 640000000, 2, 0.010000, 0.010000, 2, 18, 0.010000, 1331200197378, 1331218838550, 3290, 3495, 1814094, 1934726
10, 46, true, false, 20000000, 2, 0.010000, 0.010000, 2, 16, 0.010000, 40740146876, 41440207374, 2686, 3393, 1483984, 1936958
10, 46, true, false, 40000000, 2, 0.010000, 0.010000, 2, 16, 0.010000, 80800291688, 81680154331, 3012, 3699, 1687792, 2091596
10, 46, true, true, 80000000, 2, 0.010000, 0.010000, 2, 16, 0.010000, 161360157486, 161920795735, 4565, 4781, 2607220, 2740066
10, 46, true, true, 160000000, 2, 0.010000, 0.010000, 2, 16, 0.010000, 322560186456, 322720331500, 4468, 4651, 2621912, 2741570
10, 46, true, true, 320000000, 2, 0.010000, 0.010000, 2, 16, 0.010000, 645120156929, 645121292375, 5896, 6029, 3303792, 3369922
10, 46, true, true, 640000000, 2, 0.010000, 0.010000, 2, 16, 0.010000, 1290240188660, 1290240344136, 5970, 6061, 3461290, 3503120
20, 46, true, false, 20000000, 2, 0.010000, 0.010000, 2, 16, 0.010000, 40520138019, 41700256895, 5272, 6058, 2951782, 3465802
20, 46, true, false, 40000000, 2, 0.010000, 0.010000, 2, 16, 0.010000, 80720224718, 82200156059, 7094, 7479, 4120756, 4332352
20, 46, true, false, 80000000, 2, 0.010000, 0.010000, 2, 16, 0.010000, 161280231686, 162160155904, 8384, 8771, 4942196, 5182896
20, 46, true, true, 160000000, 2, 0.010000, 0.010000, 2, 16, 0.010000, 322560164901, 323520145968, 9323, 9523, 5537946, 5649728
20, 46, true, true, 320000000, 2, 0.010000, 0.010000, 2, 16, 0.010000, 645120200171, 645120717151, 10394, 10605, 6099380, 6274422
20, 46, true, true, 640000000, 2, 0.010000, 0.010000, 2, 16, 0.010000, 1290240224785, 1290241915708, 11552, 11871, 6936646, 7116908
40, 46, true, false, 20000000, 2, 0.010000, 0.010000, 2, 16, 0.010000, 40480177603, 41760123883, 9260, 9844, 5280186, 5662080
40, 46, true, false, 40000000, 2, 0.010000, 0.010000, 2, 16, 0.010000, 80760213377, 81800206842, 10809, 11914, 6360136, 7103272
40, 46, true, false, 80000000, 2, 0.010000, 0.010000, 2, 16, 0.010000, 161360333386, 161840415598, 16623, 18730, 10479174, 11906280
40, 46, true, true, 160000000, 2, 0.010000, 0.010000, 2, 16, 0.010000, 322560277799, 323520140325, 18257, 19156, 11498770, 12100218
40, 46, true, true, 320000000, 2, 0.010000, 0.010000, 2, 16, 0.010000, 645120324911, 645760433851, 22203, 22862, 13872094, 14231820
40, 46, true, true, 640000000, 2, 0.010000, 0.010000, 2, 16, 0.010000, 1290240233813, 1290242017470, 23721, 24042, 15623650, 15894594
80, 46, true, false, 20000000, 2, 0.010000, 0.010000, 2, 16, 0.010000, 40620136190, 41540150695, 17668, 18650, 10286824, 10917082
