5, 100, true, false, 20000000, 2, 0.010000, 0.010000, 2, 18, 0.010000, 42040196270, 42380102468, 1596, 2022, 888564, 1137280
5, 200, true, false, 40000000, 2, 0.010000, 0.010000, 2, 18, 0.010000, 83240165986, 83720273569, 2285, 2355, 1277640, 1312880
5, 400, true, true, 80000000, 2, 0.010000, 0.010000, 2, 18, 0.010000, 166400337570, 166480143887, 2784, 2871, 1531776, 1581444
5, 800, true, true, 160000000, 2, 0.010000, 0.010000, 2, 18, 0.010000, 332800203067, 332800214087, 1507, 1828, 826008, 995654
5, 1600, true, true, 320000000, 2, 0.010000, 0.010000, 2, 18, 0.010000, 665600207378, 665600396905, 1765, 1894, 966262, 1033310
5, 3200, true, true, 640000000, 2, 0.010000, 0.010000, 2, 18, 0.010000, 1331200177978, 1331200271975, 2943, 2993, 1625380, 1647700
10, 6400, true, false, 20000000, 2, 0.010000, 0.010000, 2, 16, 0.010000, 40600194749, 41360450773, 2836, 3549, 1559474, 1997076
10, 12800, true, false, 40000000, 2, 0.010000, 0.010000, 2, 16, 0.010000, 80840219621, 81760216128, 2974, 3935, 1653770, 2249944
10, 24675, true, true, 80000000, 2, 0.010000, 0.010000, 2, 16, 0.010000, 161280215073, 161920238870, 4655, 4895, 2666752, 2802042
10, 49350, true, true, 160000000, 2, 0.010000, 0.010000, 2, 16, 0.010000, 322560176188, 322720211028, 5149, 5273, 2962320, 3053234
10, 84065, true, true, 320000000, 2, 0.010000, 0.010000, 2, 16, 0.010000, 645120154882, 645120198928, 5897, 5954, 3293568, 3335076
10, 136662, true, true, 640000000, 2, 0.010000, 0.010000, 2, 16, 0.010000, 1290240166712, 1290240446317, 5656, 5885, 3238818, 3374752
20, 204817, true, false, 20000000, 2, 0.010000, 0.010000, 2, 16, 0.010000, 40660190605, 42640164095, 4912, 5300, 2772222, 3008266
20, 297296, true, false, 40000000, 2, 0.010000, 0.010000, 2, 16, 0.010000, 80960233173, 81400411263, 5852, 6664, 3343994, 3831458
20, 389556, true, false, 80000000, 2, 0.010000, 0.010000, 2, 16, 0.010000, 161440534827, 162320276574, 6565, 7783, 3829042, 4603314
20, 487180, true, false, 160000000, 2, 0.010000, 0.010000, 2, 16, 0.010000, 322563678209, 323840167286, 8195, 8403, 4640268, 4760876
