160, 65, true, true, 600000000, 2, 0.010000, 0.005000, 2, 18, 0.010000, 1248002050319, 1248017302745, 76594, 78505, 100790324, 103929420
160, 65, true, true, 600000000, 2, 0.010000, 0.010000, 2, 18, 0.010000, 1248000173430, 1248004486311, 73801, 76935, 95576148, 101538718
160, 65, true, true, 600000000, 2, 0.020000, 0.005000, 2, 18, 0.010000, 1248000176067, 1248222714397, 76454, 78222, 100203112, 103336812
160, 65, true, false, 600000000, 2, 0.020000, 0.010000, 2, 18, 0.010000, 1248000943383, 1248210235482, 71845, 74038, 89671554, 93817706
160, 65, true, false, 600000000, 2, 0.030000, 0.005000, 2, 18, 0.010000, 1248000186224, 1248000282444, 74093, 75939, 96470814, 99908258
160, 65, true, false, 600000000, 2, 0.030000, 0.010000, 2, 18, 0.010000, 1248001061195, 1248600543964, 74004, 75374, 96081842, 98125862
160, 65, true, false, 600000000, 2, 0.010000, 0.005000, 2, 18, 0.005000, 1404000660334, 1405800173644, 94961, 101944, 114690326, 125699938
160, 65, true, true, 600000000, 2, 0.010000, 0.010000, 2, 18, 0.005000, 1404000182201, 1404600176479, 88829, 91126, 118696500, 122816204
160, 65, true, true, 600000000, 2, 0.020000, 0.005000, 2, 18, 0.005000, 1404000178991, 1404002707221, 98626, 101925, 136792136, 142801094
160, 65, true, true, 600000000, 2, 0.020000, 0.010000, 2, 18, 0.005000, 1404000176695, 1404003530265, 88372, 91831, 113620954, 118858840
160, 65, true, true, 600000000, 2, 0.030000, 0.005000, 2, 18, 0.005000, 1404000401704, 1404600145998, 83087, 86532, 108351308, 114116822
160, 65, true, false, 600000000, 2, 0.030000, 0.010000, 2, 18, 0.005000, 1404000174431, 1404600105889, 83311, 85878, 108506780, 112059966
160, 65, true, true, 600000000, 2, 0.010000, 0.005000, 2, 18, 0.001000, 1794000668316, 1795800149459, 118224, 120945, 160497136, 165192954
160, 65, true, true, 600000000, 2, 0.010000, 0.010000, 2, 18, 0.001000, 1794000548360, 1794600709541, 121953, 127103, 167279046, 176899304
160, 65, true, true, 600000000, 2, 0.020000, 0.005000, 2, 18, 0.001000, 1794000153452, 1795801190573, 115249, 119745, 155411660, 163510210
160, 65, true, true, 600000000, 2, 0.020000, 0.010000, 2, 18, 0.001000, 1794000657480, 1794021782930, 113943, 117251, 152943206, 158909070
160, 65, true, true, 600000000, 2, 0.030000, 0.005000, 2, 18, 0.001000, 1794000576747, 1794018072509, 116976, 120977, 158484266, 166010502
160, 65, true, true, 600000000, 2, 0.030000, 0.010000, 2, 18, 0.001000, 1794000179146, 1795200176041, 119672, 123673, 162646232, 170258024
320, 65, true, false, 600000000, 2, 0.010000, 0.005000, 2, 18, 0.010000, 1248003072609, 1249200813550, 143758, 162719, 291251642, 347562472
320, 65, true, false, 600000000, 2, 0.010000, 0.010000, 2, 18, 0.010000, 1248000182866, 1248204497769, 116581, 125063, 205029040, 230249102
320, 65, true, false, 600000000, 2, 0.020000, 0.005000, 2, 18, 0.010000, 1248000747800, 1249800838110, 143240, 151836, 288836316, 313639234
320, 65, true, false, 600000000, 2, 0.020000, 0.010000, 2, 18, 0.010000, 1248003870933, 1249200736379, 140117, 147948, 276234740, 299220842
320, 65, true, false, 600000000, 2, 0.030000, 0.005000, 2, 18, 0.010000, 1248000684389, 1249201116552, 160500, 172293, 339302328, 375235034
320, 65, true, false, 600000000, 2, 0.030000, 0.010000, 2, 18, 0.010000, 1248000170055, 1249200165839, 124501, 138380, 223377900, 263809498
320, 65, true, false, 600000000, 2, 0.010000, 0.005000, 2, 18, 0.005000, 1404000163805, 1405200185385, 154787, 162366, 297089396, 319290008
320, 65, true, true, 600000000, 2, 0.010000, 0.010000, 2, 18, 0.005000, 1404000163334, 1404600201680, 159631, 164114, 320610342, 333408982
320, 65, true, false, 600000000, 2, 0.020000, 0.005000, 2, 18, 0.005000, 1404000151183, 1404006511759, 146424, 161049, 279301856, 319241636
320, 65, true, false, 600000000, 2, 0.020000, 0.010000, 2, 18, 0.005000, 1404000173523, 1405800160220, 152643, 160289, 297369302, 318764342
320, 65, true, false, 600000000, 2, 0.030000, 0.005000, 2, 18, 0.005000, 1404000169047, 1404600169793, 134262, 144348, 239802238, 268965362
320, 65, true, true, 600000000, 2, 0.030000, 0.010000, 2, 18, 0.005000, 1404000170973, 1405200157315, 167104, 182600, 345149922, 389915606
320, 65, true, false, 600000000, 2, 0.010000, 0.005000, 2, 18, 0.001000, 1794003168145, 1795800127398, 191038, 201991, 366956400, 396794976
320, 65, true, false, 600000000, 2, 0.010000, 0.010000, 2, 18, 0.001000, 1794000169797, 1795200155679, 183487, 191638, 342782302, 369415758
320, 65, true, false, 600000000, 2, 0.020000, 0.005000, 2, 18, 0.001000, 1794000180750, 1797000127658, 197561, 213149, 391825156, 438407818
320, 65, true, true, 600000000, 2, 0.020000, 0.010000, 2, 18, 0.001000, 1794000173203, 1795200198476, 210816, 225812, 435563902, 478744210
320, 65, true, true, 600000000, 2, 0.030000, 0.005000, 2, 18, 0.001000, 1794000165592, 1795200143761, 200457, 213420, 401515764, 439335076
320, 65, true, true, 600000000, 2, 0.030000, 0.010000, 2, 18, 0.001000, 1794003479213, 1795800736134, 192015, 215457, 378916936, 445604664
